"CASnummer","Id","Codes","Omschrijving","Groep","Begin.geldigheid","Eind.geldigheid","Status","Gerelateerd","Guid","Exactmatch"
"117-84-0",674,"DC8yFt","dioctylftalaat","ChemischeStof","2011-06-08","2011-06-08","Vervallen","","Id-284e8d72-3d49-46e8-b1df-7e72ff44aca3","http://vocab.nerc.ac.uk/collection/S27/current/CS003831/"
"117-96-4",3165,"amdTzinzr","amidotrizoïnezuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ef0a9a03-f41c-480e-9e59-02e2dfd53688","http://vocab.nerc.ac.uk/collection/S27/current/CS004388/"
"117428-22-5",4458,"picxsbn","picoxystrobin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-55699669-f704-4249-b165-ddb260b6c34d","http://vocab.nerc.ac.uk/collection/S27/current/CS004389/"
"117948-63-7",6936,"PBDE184","2,2',3,4,4',6,6'-heptabroomdifenylether","ChemischeStof","2022-03-05","2100-01-01","Geldig","","Id-6e29791f-712d-4670-b150-95793fc3ac22","http://vocab.nerc.ac.uk/collection/S27/current/CS003649/"
"118-74-1",861,"HCB","hexachloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cc975302-929b-413d-a2b7-f7680ac2d866","http://vocab.nerc.ac.uk/collection/S27/current/CS002531/"
"118-79-6",2897,"246TBrFol","2,4,6-tribroomfenol","ChemischeStof","2014-01-31","2100-01-01","Geldig","","Id-ef2e7aed-9c8b-4c90-b0fc-c00e5fbad50c","http://vocab.nerc.ac.uk/collection/S27/current/CS004458/"
"118-79-6",2897,"246TBrFol","2,4,6-tribroomfenol","ChemischeStof","2011-12-24","2014-01-30","Vervallen","","Id-14188ced-2e4a-4cfa-9917-0aba91d40b07","http://vocab.nerc.ac.uk/collection/S27/current/CS004458/"
"118134-30-8",4699,"spirxmne","spiroxamine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cf845033-e75c-4e16-82a6-b09cfd09317c","http://vocab.nerc.ac.uk/collection/S27/current/CS003861/"
"118399-22-7",4274,"nodlrn","nodularin","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-b2ab4528-3f2f-49cd-ab7f-fdf7384cc139","http://vocab.nerc.ac.uk/collection/S27/current/CS004059/"
"119-61-9",3227,"benzfnn","benzofenon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-482c8ef6-ee68-415a-8139-be5223bf50c7","http://vocab.nerc.ac.uk/collection/S27/current/CS003760/"
"1194-65-6",603,"Dcbnl","dichlobenil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fa4e741f-74ca-4e6e-ac95-1c2123bf4c28","http://vocab.nerc.ac.uk/collection/S27/current/CS003808/"
"119446-68-3",3627,"Dfncnzl","difenoconazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-cb97e68d-4e80-4b21-98d8-f9597ad70095","http://vocab.nerc.ac.uk/collection/S27/current/CS004286/"
"120-12-7",299,"Ant","antraceen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-5aadb46b-93a0-4a69-be09-8f190b31918a","http://vocab.nerc.ac.uk/collection/S27/current/CS002027/"
"120-36-5",140,"24DP","2,4-dichloorfenoxypropionzuur","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b4d22d49-02ff-43e2-a6af-c642fc6ad828","http://vocab.nerc.ac.uk/collection/S27/current/CS001124/"
"120-82-1",32,"124TClBen","1,2,4-trichloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c7930fff-7387-4fe1-9d4f-8792cb6f6efd","http://vocab.nerc.ac.uk/collection/S27/current/CS000956/"
"120-83-2",115,"24DClFol","2,4-dichloorfenol","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f3910500-2717-4291-bc77-57c2a7a900df","http://vocab.nerc.ac.uk/collection/S27/current/CS003252/"
"12002-48-1",4807,"TClBen","trichloorbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b0fc9b46-911a-4487-8f4e-894265a7284c","http://vocab.nerc.ac.uk/collection/S27/current/CS003383/"
"120067-83-6",7017,"fipnS","fipronilsulfide","ChemischeStof","2022-07-12","2100-01-01","Geldig","","Id-82aeb83c-046e-4cdd-a849-41ff2c7fb2aa","http://vocab.nerc.ac.uk/collection/S27/current/CS003980/"
"120068-36-2",5880,"fipndsfnl","fipronil-desulfinyl","ChemischeStof","2017-12-21","2019-11-28","Vervallen","","Id-4cf3054d-4293-42ec-a70d-86a384bcef3c","http://vocab.nerc.ac.uk/collection/S27/current/CS004193/"
"120068-36-2",5879,"fipnsfn","fipronil-sulfon","ChemischeStof","2019-11-29","2100-01-01","Geldig","","Id-5a9fed30-6808-4fb9-a6c0-c62690637818","http://vocab.nerc.ac.uk/collection/S27/current/CS004193/"
"120923-37-7",3164,"amdsfrn","amidosulfuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-87529659-7c33-418e-b088-b29f1f97fdf7","http://vocab.nerc.ac.uk/collection/S27/current/CS003813/"
"120928-09-8",3777,"fenzqn","fenazaquin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f6ffd054-6436-4dda-8c61-b05d1ac506c3","http://vocab.nerc.ac.uk/collection/S27/current/CS004231/"
"120983-64-4",5252,"protocnzdto","prothioconazol-desthio","ChemischeStof","2015-02-07","2100-01-01","Geldig","","Id-bba3567c-3152-4044-8de1-96a4c6d18ff7","http://vocab.nerc.ac.uk/collection/S27/current/CS003818/"
"121-73-3",60,"1Cl3NO2Ben","1-chloor-3-nitrobenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d182e822-fce4-41a4-8352-eb5df448df79","http://vocab.nerc.ac.uk/collection/S27/current/CS004171/"
"121-75-5",1127,"malton","malathion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-503edb08-0956-43d9-99fd-adbcdad1178a","http://vocab.nerc.ac.uk/collection/S27/current/CS001348/"
"121-86-8",2983,"2Cl4NO2Tol","2-chloor-4-nitrotolueen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-935cdc85-2137-4f94-9966-350dc6eabc7a","http://vocab.nerc.ac.uk/collection/S27/current/CS003256/"
"121-86-8",2983,"2Cl4NO2Tol","2-chloor-4-nitrotolueen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-ffbcc20c-ff3b-4964-af19-6b8034db7325","http://vocab.nerc.ac.uk/collection/S27/current/CS003256/"
"12122-67-7",2077,"zinb","zineb","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-caa6541d-5f0f-4a17-a190-17a5ec751381","http://vocab.nerc.ac.uk/collection/S27/current/CS004294/"
"12136-45-7",6939,"K2O","kaliumoxide","ChemischeStof","2022-03-05","2100-01-01","Geldig","","Id-8358f8b5-f5b5-4595-a307-db4282b09f64","http://vocab.nerc.ac.uk/collection/S27/current/CS003370/"
"121552-61-2",3538,"cypdnl","cyprodinil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-eae4adde-75e7-481a-ae1b-5d78da432f76","http://vocab.nerc.ac.uk/collection/S27/current/CS004086/"
"122-14-5",750,"feNO2ton","fenitrothion","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-59694448-093e-40d9-a06a-a5c673b9c4ba","http://vocab.nerc.ac.uk/collection/S27/current/CS000571/"
"122-34-9",1480,"simzne","simazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-29b0cbd6-8569-4fe2-9101-6f49df08bb6a","http://vocab.nerc.ac.uk/collection/S27/current/CS000837/"
"122-42-9",1418,"profm","profam","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-795ca85f-42ac-4c1b-bd88-3f3dcd9b617e","http://vocab.nerc.ac.uk/collection/S27/current/CS004390/"
"1222-05-5",3942,"HHCB","hexahydrohexamethylcyclopentabenzopyran (HHCB)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a385450f-a709-4a4f-952b-22ddad64c81e","http://vocab.nerc.ac.uk/collection/S27/current/CS004347/"
"122931-48-0",4570,"rimsfrn","rimsulfuron","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3ffa390b-6c52-40f2-9234-608df3173822","http://vocab.nerc.ac.uk/collection/S27/current/CS004248/"
"1231244-60-2",5981,"metzClOoHac","metazachloor oxo azijnzuur","ChemischeStof","2018-10-02","2100-01-01","Geldig","","Id-5902cce4-7a4f-4a3c-a231-557b72c0a8f0","http://vocab.nerc.ac.uk/collection/S27/current/CS004392/"
"123304-10-9",4128,"MC-LY","microcystine-LY","ChemischeStof","2011-08-27","2100-01-01","Geldig","","Id-c11cb1da-288d-40cf-80ce-1735250a5969","http://vocab.nerc.ac.uk/collection/S27/current/CS004047/"
"123312-89-0",4521,"pymtzne","pymetrozine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ddadfa10-b253-4d76-89de-e6d57f246463","http://vocab.nerc.ac.uk/collection/S27/current/CS003968/"
"124-17-4",2878,"22C4oxC2ox02","2-(2-butoxyethoxy)ethylacetaat","ChemischeStof","2011-10-14","2014-01-28","Vervallen","","Id-905eb00e-d74c-4d0c-8a0b-622d76ccbebf","http://vocab.nerc.ac.uk/collection/S27/current/CS004453/"
"124-17-4",2878,"22C4oxC2ox02","2-(2-butoxyethoxy)ethylacetaat","ChemischeStof","2014-01-29","2100-01-01","Geldig","","Id-d669b032-ad08-4546-aa39-07af4466148e","http://vocab.nerc.ac.uk/collection/S27/current/CS004453/"
"124-18-5",558,"C10a","decaan","ChemischeStof","2013-07-06","2100-01-01","Geldig","","Id-25c9f67b-d7d4-4381-be1b-fe3f5320443c","http://vocab.nerc.ac.uk/collection/S27/current/CS003287/"
"124-38-9",1803,"CO2","kooldioxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4f61edd2-143d-4233-bf18-7a28fcd1eadc","http://vocab.nerc.ac.uk/collection/S27/current/CS003089/"
"124-38-9",1803,"CO2","kooldioxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-4f61edd2-143d-4233-bf18-7a28fcd1eadc","http://vocab.nerc.ac.uk/collection/S27/current/CS004373/"
"124-40-3",655,"DC1yAe","dimethylamine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6431f12a-1fbe-4967-bfbd-7aaf4bfe358a","http://vocab.nerc.ac.uk/collection/S27/current/CS002955/"
"124-48-1",597,"DBrClC1a","dibroomchloormethaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2bb5ea19-b0c7-47cf-922b-ecb7320d8f97","http://vocab.nerc.ac.uk/collection/S27/current/CS003036/"
"124495-18-7",4545,"quinoxfn","quinoxyfen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3613c281-845e-4a6f-8439-c53c3af36088","http://vocab.nerc.ac.uk/collection/S27/current/CS003785/"
"125-33-7",2489,"primdn","primidon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-918254ed-5717-423e-96df-606ecd4669d2","http://vocab.nerc.ac.uk/collection/S27/current/CS004281/"
"125116-23-6",4156,"metcnzl","metconazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-bb53c302-7760-44de-a577-b05080034d97","http://vocab.nerc.ac.uk/collection/S27/current/CS004285/"
"126-73-8",1591,"TC4yPO4","tributylfosfaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b9af34e2-7748-4aa9-a466-bf31a40c67af","http://vocab.nerc.ac.uk/collection/S27/current/CS004393/"
"126-75-0",566,"demtnS","demeton-S","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-f721aa11-33ea-4c8b-8be5-f69ee38acb3d","http://vocab.nerc.ac.uk/collection/S27/current/CS000410/"
"126-99-8",3478,"Clpn","chloropreen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fbbd40a3-3eaa-41ab-8741-ea0ce7de5493","http://vocab.nerc.ac.uk/collection/S27/current/CS004345/"
"126833-17-8",3764,"fenhxAd","fenhexamide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a734c34e-c135-4105-a1d9-ffceee19abcb","http://vocab.nerc.ac.uk/collection/S27/current/CS004394/"
"127-18-4",1536,"T4ClC2e","tetrachlooretheen (per)","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-40e12834-551a-44c2-9c03-22b7fda54699","http://vocab.nerc.ac.uk/collection/S27/current/CS003138/"
"128-39-2",2942,"26DttC4yFol","2,6-di-tert-butylfenol","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-e5994a60-c57c-4404-b9c5-05fcc9a3f839","http://vocab.nerc.ac.uk/collection/S27/current/CS004202/"
"128-39-2",2942,"26DttC4yFol","2,6-di-tert-butylfenol","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-e293d460-2a8a-4f5d-9dc9-45f1c07178a2","http://vocab.nerc.ac.uk/collection/S27/current/CS004202/"
"129-00-0",1445,"Pyr","pyreen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ac123ecc-814d-4f24-98db-c0816ccb3b87","http://vocab.nerc.ac.uk/collection/S27/current/CS002125/"
"1305-78-8",3377,"CaO","calciumoxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c40a0c02-d232-479e-86d6-144baed6ffe1","http://vocab.nerc.ac.uk/collection/S27/current/CS003345/"
"13071-79-9",1523,"terbfs","terbufos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d759ca78-06b0-4188-b9b1-1b68a7908db8","http://vocab.nerc.ac.uk/collection/S27/current/CS004082/"
"1309-37-1",2287,"FeIIIO","ijzer(III)oxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-26d0de76-ada6-4a73-b2dd-cc17f56293c2","http://vocab.nerc.ac.uk/collection/S27/current/CS003359/"
"1309-48-4",4168,"MgO","magnesiumoxide","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b1094e2d-2573-4135-88d5-f48cf9744eaf","http://vocab.nerc.ac.uk/collection/S27/current/CS003366/"
"131-11-3",661,"DC1yFt","dimethylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c5d4e0aa-34e9-4c8a-8bc0-b75deecfc878","http://vocab.nerc.ac.uk/collection/S27/current/CS003876/"
"131-16-8",679,"DC3yFt","dipropylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dce979ef-3237-4bdb-a434-1ebb5d194062","http://vocab.nerc.ac.uk/collection/S27/current/CS003832/"
"131-18-0",677,"DC5yFt","dipentylftalaat","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-a767c539-bddf-4dd7-97be-21343c756964","http://vocab.nerc.ac.uk/collection/S27/current/CS004156/"
"131022-02-1",3649,"dmMC-RR","7-desmethylmicrocystine-RR","ChemischeStof","2012-01-05","2100-01-01","Geldig","","Id-758b910a-8dc1-4b24-82be-bbc872f027a4","http://vocab.nerc.ac.uk/collection/S27/current/CS004221/"
"1313-59-3",6571,"Na2O","dinatriumoxide","ChemischeStof","2021-03-05","2100-01-01","Geldig","","Id-beda2975-f609-42e3-acd9-9c1e0e8e87f9","http://vocab.nerc.ac.uk/collection/S27/current/CS003377/"
"131341-86-1",3808,"fludoxnl","fludioxonil","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-99e8fd9c-a3c4-4a48-95cf-6c15ffa616e9","http://vocab.nerc.ac.uk/collection/S27/current/CS004395/"
"13171-21-6",793,"fosfmdn","fosfamidon","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2c5b0147-25df-4cc1-ac2c-8c65c03466e0","http://vocab.nerc.ac.uk/collection/S27/current/CS003873/"
"131860-33-8",3196,"azoxsbn","azoxystrobin","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-9076aaed-6027-442d-b640-d5a083da7d8c","http://vocab.nerc.ac.uk/collection/S27/current/CS004123/"
"13194-48-4",722,"etpfs","ethoprofos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-2e8ef430-edd0-4d61-a56e-3f5e942cf6c5","http://vocab.nerc.ac.uk/collection/S27/current/CS003850/"
"131983-72-7",4900,"Ttcnzl","triticonazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-d1c82033-63e9-422f-b9aa-bdebba855a21","http://vocab.nerc.ac.uk/collection/S27/current/CS004437/"
"13233-32-4",4552,"Ra224","radium 224","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-dc25d5ef-5ef8-4a88-a6b2-0fc970642cbd","http://vocab.nerc.ac.uk/collection/S27/current/CS002758/"
"13290-74-9",2986,"2Cl5NO2Tol","2-chloor-5-nitrotolueen","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-5a288d84-cf75-43b7-b7a1-26e7733ee0b5","http://vocab.nerc.ac.uk/collection/S27/current/CS003255/"
"13290-74-9",2986,"2Cl5NO2Tol","2-chloor-5-nitrotolueen","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-2e762f90-bd34-4925-a5f4-ab5995663095","http://vocab.nerc.ac.uk/collection/S27/current/CS003255/"
"133-06-2",456,"captn","captan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b1602276-ec54-4e83-84ef-3dd0bce24385","http://vocab.nerc.ac.uk/collection/S27/current/CS003284/"
"133-07-3",783,"folpt","folpet","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-3244a912-f38b-463d-86d6-3f486878e94b","http://vocab.nerc.ac.uk/collection/S27/current/CS004309/"
"1330-20-7",1686,"sxyln","som xyleen-isomeren","ChemischeStof","2011-06-08","2011-08-26","Vervallen","","Id-ae210fe0-cbc1-41e5-b5db-56ab6c293fe6","http://vocab.nerc.ac.uk/collection/S27/current/CS003384/"
"1333-74-0",1682,"H","waterstof","ChemischeStof","2012-01-07","2100-01-01","Geldig","","Id-825af44f-2531-4367-8ab8-d9015f8665ab","http://vocab.nerc.ac.uk/collection/S27/current/CS003315/"
"133855-98-8",3718,"epxcnzl","epoxiconazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-6dc36643-edd6-4d4a-8e0e-86af0c838952","http://vocab.nerc.ac.uk/collection/S27/current/CS003835/"
"134237-50-6",3146,"aHBCD","alfa-hexabroomcyclododecaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-82f3f154-57a3-4e90-9033-26fe31e4ea85","http://vocab.nerc.ac.uk/collection/S27/current/CS002314/"
"134237-51-7",3244,"bHBCD","beta-hexabroomcyclododecaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-84b7f662-26e6-4a8c-b2e9-c4808cfacac0","http://vocab.nerc.ac.uk/collection/S27/current/CS002342/"
"134237-52-8",3409,"cHBCD","gamma-hexabroomcyclododecaan","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-bc305f93-1f00-4177-871b-9793b6075d47","http://vocab.nerc.ac.uk/collection/S27/current/CS002496/"
"1344-28-1",3157,"AlO","aluminumoxide","ChemischeStof","2011-06-08","2014-05-09","Vervallen","","Id-6deffd90-bc7b-4880-84bd-4cbd333a5626","http://vocab.nerc.ac.uk/collection/S27/current/CS003341/"
"1344-28-1",3157,"AlO","aluminumoxide","ChemischeStof","2014-05-10","2100-01-01","Geldig","","Id-fc8dcf8f-0490-4d0a-b8ea-fc63a12be203","http://vocab.nerc.ac.uk/collection/S27/current/CS003341/"
"1345-25-1",6406,"FeO","ijzeroxide","ChemischeStof","2020-06-12","2100-01-01","Geldig","","Id-9c76ab3e-778a-4368-804e-6a29d1458b90","http://vocab.nerc.ac.uk/collection/S27/current/CS003360/"
"134523-00-5",3189,"atvttne","atorvastatine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-28077da4-76d5-49ed-bc53-2c64c1bc3933","http://vocab.nerc.ac.uk/collection/S27/current/CS004280/"
"13457-18-6",1444,"pyrazfs","pyrazofos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c55820bd-3817-4a80-8dbd-822b1c3588c2","http://vocab.nerc.ac.uk/collection/S27/current/CS004080/"
"13463-41-7",6016,"Znprton","zinkpyrithion","ChemischeStof","2019-02-01","2100-01-01","Geldig","","Id-6a363495-f12f-4c62-8df1-a406d30f5740","http://vocab.nerc.ac.uk/collection/S27/current/CS004052/"
"13463-67-7",6078,"TiO2","titaandioxide","ChemischeStof","2020-01-24","2100-01-01","Geldig","","Id-d64592c2-73ba-4f0f-97f1-e802e4a05ef0","http://vocab.nerc.ac.uk/collection/S27/current/CS003381/"
"13466-78-9",6139,"3carn","3-careen","ChemischeStof","2020-03-13","2100-01-01","Geldig","","Id-be39619f-c1b6-4f50-bda6-80eadccb25c9","http://vocab.nerc.ac.uk/collection/S27/current/CS003041/"
"13494-80-9",1520,"Te","telluur","ChemischeStof","2011-06-08","2014-07-31","Vervallen","","Id-8ee20861-2e6d-4f95-95d1-91176ed316a9","http://vocab.nerc.ac.uk/collection/S27/current/CS003145/"
"13494-80-9",1520,"Te","tellurium","ChemischeStof","2014-08-01","2100-01-01","Geldig","","Id-59bf6744-a3e0-48ea-a5eb-096bfded24c0","http://vocab.nerc.ac.uk/collection/S27/current/CS003145/"
"135-19-3",169,"2HOxNaf","2-naftol","ChemischeStof","2013-07-06","2100-01-01","Geldig","","Id-cdd0b5e2-398c-4da6-b251-f49e7412234d","http://vocab.nerc.ac.uk/collection/S27/current/CS004447/"
"135-98-8",1474,"secC4yBen","secundair-butylbenzeen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ff3a5b6d-9603-4532-b91c-42163d3d36b7","http://vocab.nerc.ac.uk/collection/S27/current/CS003375/"
"135410-20-7",3135,"actmpd","acetamiprid","ChemischeStof","2015-03-12","2100-01-01","Geldig","","Id-2e42ef7a-c7e8-4adf-af0b-153cc6158c7e","http://vocab.nerc.ac.uk/collection/S27/current/CS003819/"
"13593-03-8",4541,"quinfs","quinalfos","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e621d6d3-672e-46a3-9e77-b791be7f8048","http://vocab.nerc.ac.uk/collection/S27/current/CS004116/"
"136426-54-5",3822,"fluqcnzl","fluquinconazool","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-b6578353-dd67-4b38-a135-7d67b84e3a77","http://vocab.nerc.ac.uk/collection/S27/current/CS004291/"
"13674-84-5",1603,"TClC3yPO4","trichloorpropylfosfaat","ChemischeStof","2011-06-08","2018-12-06","Vervallen","","Id-c2cde533-c8cf-401d-a61c-3b96732164f9","http://vocab.nerc.ac.uk/collection/S27/current/CS004396/"
"13674-84-5",1603,"TClC3yPO4","tris(1-chloor-2-propyl)fosfaat","ChemischeStof","2018-12-07","2100-01-01","Geldig","","Id-cdde4170-10c3-4b43-8417-b4a901e0ff49","http://vocab.nerc.ac.uk/collection/S27/current/CS004396/"
"13684-63-4",3765,"fenmdfm","fenmedifam","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-13b02193-b782-4055-a479-275e9945683a","http://vocab.nerc.ac.uk/collection/S27/current/CS004397/"
"137-26-8",2012,"thirm","thiram","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-902f7abd-2ef0-461b-8586-d1cf56fba0de","http://vocab.nerc.ac.uk/collection/S27/current/CS004108/"
"138-86-3",1900,"limnn","limoneen","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-c91ab3e6-aa7c-464d-a2ab-53f56a6f6460","http://vocab.nerc.ac.uk/collection/S27/current/CS003043/"
"138261-41-3",2306,"imdcpd","imidacloprid","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-ad38a5e7-dc4b-4e96-8b25-91aa9bc1d9a5","http://vocab.nerc.ac.uk/collection/S27/current/CS000683/"
"139-05-9",5344,"Naccmt","natriumcyclamaat","ChemischeStof","2015-08-13","2100-01-01","Geldig","","Id-1ce68512-7f42-4388-9d24-b019760d6a08","http://vocab.nerc.ac.uk/collection/S27/current/CS004398/"
"139-40-2",1427,"propzne","propazine","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-89566528-f6e1-4a96-bb88-d594ff3b8f70","http://vocab.nerc.ac.uk/collection/S27/current/CS000816/"
"13966-00-2",4048,"K40","kalium 40","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-e522ecaf-ca7b-4632-9db7-560e67c6ac8f","http://vocab.nerc.ac.uk/collection/S27/current/CS002686/"
"13966-29-5",4904,"U234","uranium 234","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-72df8142-1d09-4bd6-9663-6102a6f08fed","http://vocab.nerc.ac.uk/collection/S27/current/CS002778/"
"13967-70-9",3516,"Cs134","cesium 134","ChemischeStof","2011-06-08","2100-01-01","Geldig","","Id-fed32d93-0bcf-4f90-9a76-4d38fa8e870c","http://vocab.nerc.ac.uk/collection/S27/current/CS002763/"
